building,name,professor,enrolled,waits,day,time
Bixby,Content to Cover: the Design of Books,Leffell Koren,9,0,H,10.3
Bixby,Content to Cover: the Design of Books,Leffell Koren,9,0,H,11.0
Walker Hall,Painting: Art Practice (Place and Space),Adams,14,0,M,16.3
Walker Hall,Painting: Art Practice (Place and Space),Adams,14,0,M,17.0
Walker Hall,Painting: Art Practice (Place and Space),Adams,14,0,M,17.3
Walker Hall,Painting: Art Practice (Place and Space),Adams,14,0,M,18.0
Walker Hall,Painting: Art Practice (Place and Space),Adams,14,0,M,18.3
Walker Hall,Painting: Art Practice (Place and Space),Adams,14,0,M,19.0
Walker Hall,Painting: Art Practice (Place and Space),Adams,14,0,W,16.3
Walker Hall,Painting: Art Practice (Place and Space),Adams,14,0,W,17.0
Walker Hall,Painting: Art Practice (Place and Space),Adams,14,0,W,17.3
Walker Hall,Painting: Art Practice (Place and Space),Adams,14,0,W,18.0
Walker Hall,Painting: Art Practice (Place and Space),Adams,14,0,W,18.3
Walker Hall,Painting: Art Practice (Place and Space),Adams,14,0,W,19.0
Walker Hall,Sculpture: Art Practice (Material as Metaphor),Nadler,12,0,M,13.0
Walker Hall,Sculpture: Art Practice (Material as Metaphor),Nadler,12,0,M,13.3
Walker Hall,Sculpture: Art Practice (Material as Metaphor),Nadler,12,0,M,14.0
Walker Hall,Sculpture: Art Practice (Material as Metaphor),Nadler,12,0,M,14.3
Walker Hall,Sculpture: Art Practice (Material as Metaphor),Nadler,12,0,M,15.0
Walker Hall,Sculpture: Art Practice (Material as Metaphor),Nadler,12,0,M,15.3
Walker Hall,Sculpture: Art Practice (Material as Metaphor),Nadler,12,0,W,13.0
Walker Hall,Sculpture: Art Practice (Material as Metaphor),Nadler,12,0,W,13.3
Walker Hall,Sculpture: Art Practice (Material as Metaphor),Nadler,12,0,W,14.0
Walker Hall,Sculpture: Art Practice (Material as Metaphor),Nadler,12,0,W,14.3
Walker Hall,Sculpture: Art Practice (Material as Metaphor),Nadler,12,0,W,15.0
Walker Hall,Sculpture: Art Practice (Material as Metaphor),Nadler,12,0,W,15.3
Bixby,Printmaking: Art Practice (The Printed Image),Dawson,6,0,M,8.3
Bixby,Printmaking: Art Practice (The Printed Image),Dawson,6,0,M,9.0
Bixby,Printmaking: Art Practice (The Printed Image),Dawson,6,0,M,9.3
Bixby,Printmaking: Art Practice (The Printed Image),Dawson,6,0,M,10.0
Bixby,Printmaking: Art Practice (The Printed Image),Dawson,6,0,M,10.3
Bixby,Printmaking: Art Practice (The Printed Image),Dawson,6,0,M,11.0
Bixby,Printmaking: Art Practice (The Printed Image),Dawson,6,0,W,8.3
Bixby,Printmaking: Art Practice (The Printed Image),Dawson,6,0,W,9.0
Bixby,Printmaking: Art Practice (The Printed Image),Dawson,6,0,W,9.3
Bixby,Printmaking: Art Practice (The Printed Image),Dawson,6,0,W,10.0
Bixby,Printmaking: Art Practice (The Printed Image),Dawson,6,0,W,10.3
Bixby,Printmaking: Art Practice (The Printed Image),Dawson,6,0,W,11.0
Steinberg,Photography: Art Practice (Making and Marking Site),Colten,13,0,T,13.0
Steinberg,Photography: Art Practice (Making and Marking Site),Colten,13,0,T,13.3
Steinberg,Photography: Art Practice (Making and Marking Site),Colten,13,0,T,14.0
Steinberg,Photography: Art Practice (Making and Marking Site),Colten,13,0,T,14.3
Steinberg,Photography: Art Practice (Making and Marking Site),Colten,13,0,T,15.0
Steinberg,Photography: Art Practice (Making and Marking Site),Colten,13,0,T,15.3
Steinberg,Photography: Art Practice (Making and Marking Site),Colten,13,0,H,13.0
Steinberg,Photography: Art Practice (Making and Marking Site),Colten,13,0,H,13.3
Steinberg,Photography: Art Practice (Making and Marking Site),Colten,13,0,H,14.0
Steinberg,Photography: Art Practice (Making and Marking Site),Colten,13,0,H,14.3
Steinberg,Photography: Art Practice (Making and Marking Site),Colten,13,0,H,15.0
Steinberg,Photography: Art Practice (Making and Marking Site),Colten,13,0,H,15.3
Bixby,Capstone 1:  Fashion Design (Pre-Collection Studio),Ruppert-Stroescu,5,0,T,13.0
Bixby,Capstone 1:  Fashion Design (Pre-Collection Studio),Ruppert-Stroescu,5,0,T,13.3
Bixby,Capstone 1:  Fashion Design (Pre-Collection Studio),Ruppert-Stroescu,5,0,T,14.0
Bixby,Capstone 1:  Fashion Design (Pre-Collection Studio),Ruppert-Stroescu,5,0,T,14.3
Bixby,Capstone 1:  Fashion Design (Pre-Collection Studio),Ruppert-Stroescu,5,0,T,15.0
Bixby,Capstone 1:  Fashion Design (Pre-Collection Studio),Ruppert-Stroescu,5,0,T,15.3
Bixby,Capstone 1:  Fashion Design (Pre-Collection Studio),Ruppert-Stroescu,5,0,H,13.0
Bixby,Capstone 1:  Fashion Design (Pre-Collection Studio),Ruppert-Stroescu,5,0,H,13.3
Bixby,Capstone 1:  Fashion Design (Pre-Collection Studio),Ruppert-Stroescu,5,0,H,14.0
Bixby,Capstone 1:  Fashion Design (Pre-Collection Studio),Ruppert-Stroescu,5,0,H,14.3
Bixby,Capstone 1:  Fashion Design (Pre-Collection Studio),Ruppert-Stroescu,5,0,H,15.0
Bixby,Capstone 1:  Fashion Design (Pre-Collection Studio),Ruppert-Stroescu,5,0,H,15.3
Bixby,Advanced Patternmaking,Ingram,5,0,T,8.3
Bixby,Advanced Patternmaking,Ingram,5,0,T,9.0
Bixby,Advanced Patternmaking,Ingram,5,0,T,9.3
Bixby,Advanced Patternmaking,Ingram,5,0,T,10.0
Bixby,Advanced Patternmaking,Ingram,5,0,T,10.3
Bixby,Advanced Patternmaking,Ingram,5,0,T,11.0
Bixby,Advanced Patternmaking,Ingram,5,0,H,8.3
Bixby,Advanced Patternmaking,Ingram,5,0,H,9.0
Bixby,Advanced Patternmaking,Ingram,5,0,H,9.3
Bixby,Advanced Patternmaking,Ingram,5,0,H,10.0
Bixby,Advanced Patternmaking,Ingram,5,0,H,10.3
Bixby,Advanced Patternmaking,Ingram,5,0,H,11.0
Steinberg,Capstone in Design 1: Research Methods (Form and Function),Auman,7,0,T,13.0
Steinberg,Capstone in Design 1: Research Methods (Form and Function),Auman,7,0,T,13.3
Steinberg,Capstone in Design 1: Research Methods (Form and Function),Auman,7,0,T,14.0
Steinberg,Capstone in Design 1: Research Methods (Form and Function),Auman,7,0,T,14.3
Steinberg,Capstone in Design 1: Research Methods (Form and Function),Auman,7,0,T,15.0
Steinberg,Capstone in Design 1: Research Methods (Form and Function),Auman,7,0,T,15.3
Steinberg,Capstone in Design 1: Research Methods (Form and Function),Auman,7,0,H,13.0
Steinberg,Capstone in Design 1: Research Methods (Form and Function),Auman,7,0,H,13.3
Steinberg,Capstone in Design 1: Research Methods (Form and Function),Auman,7,0,H,14.0
Steinberg,Capstone in Design 1: Research Methods (Form and Function),Auman,7,0,H,14.3
Steinberg,Capstone in Design 1: Research Methods (Form and Function),Auman,7,0,H,15.0
Steinberg,Capstone in Design 1: Research Methods (Form and Function),Auman,7,0,H,15.3
Steinberg,Capstone in Design 1: Research Methods (Form and Interaction),Hanahan,8,0,T,8.3
Steinberg,Capstone in Design 1: Research Methods (Form and Interaction),Hanahan,8,0,T,9.0
Steinberg,Capstone in Design 1: Research Methods (Form and Interaction),Hanahan,8,0,T,9.3
Steinberg,Capstone in Design 1: Research Methods (Form and Interaction),Hanahan,8,0,T,10.0
Steinberg,Capstone in Design 1: Research Methods (Form and Interaction),Hanahan,8,0,T,10.3
Steinberg,Capstone in Design 1: Research Methods (Form and Interaction),Hanahan,8,0,T,11.0
Steinberg,Capstone in Design 1: Research Methods (Form and Interaction),Hanahan,8,0,H,8.3
Steinberg,Capstone in Design 1: Research Methods (Form and Interaction),Hanahan,8,0,H,9.0
Steinberg,Capstone in Design 1: Research Methods (Form and Interaction),Hanahan,8,0,H,9.3
Steinberg,Capstone in Design 1: Research Methods (Form and Interaction),Hanahan,8,0,H,10.0
Steinberg,Capstone in Design 1: Research Methods (Form and Interaction),Hanahan,8,0,H,10.3
Steinberg,Capstone in Design 1: Research Methods (Form and Interaction),Hanahan,8,0,H,11.0
Steinberg,Capstone in Illustration 1: Research Methods (Image and Story),Nagarajan,8,0,M,8.3
Steinberg,Capstone in Illustration 1: Research Methods (Image and Story),Nagarajan,8,0,M,9.0
Steinberg,Capstone in Illustration 1: Research Methods (Image and Story),Nagarajan,8,0,M,9.3
Steinberg,Capstone in Illustration 1: Research Methods (Image and Story),Nagarajan,8,0,M,10.0
Steinberg,Capstone in Illustration 1: Research Methods (Image and Story),Nagarajan,8,0,M,10.3
Steinberg,Capstone in Illustration 1: Research Methods (Image and Story),Nagarajan,8,0,M,11.0
Steinberg,Capstone in Illustration 1: Research Methods (Image and Story),Nagarajan,8,0,W,8.3
Steinberg,Capstone in Illustration 1: Research Methods (Image and Story),Nagarajan,8,0,W,9.0
Steinberg,Capstone in Illustration 1: Research Methods (Image and Story),Nagarajan,8,0,W,9.3
Steinberg,Capstone in Illustration 1: Research Methods (Image and Story),Nagarajan,8,0,W,10.0
Steinberg,Capstone in Illustration 1: Research Methods (Image and Story),Nagarajan,8,0,W,10.3
Steinberg,Capstone in Illustration 1: Research Methods (Image and Story),Nagarajan,8,0,W,11.0
Bixby,The Illustrator's Sketchbook,Smith,8,0,T,8.3
Bixby,The Illustrator's Sketchbook,Smith,8,0,T,9.0
Bixby,The Illustrator's Sketchbook,Smith,8,0,T,9.3
Bixby,The Illustrator's Sketchbook,Smith,8,0,T,10.0
Bixby,The Illustrator's Sketchbook,Smith,8,0,T,10.3
Bixby,The Illustrator's Sketchbook,Smith,8,0,T,11.0
Bixby,The Illustrator's Sketchbook,Smith,8,0,H,8.3
Bixby,The Illustrator's Sketchbook,Smith,8,0,H,9.0
Bixby,The Illustrator's Sketchbook,Smith,8,0,H,9.3
Bixby,The Illustrator's Sketchbook,Smith,8,0,H,10.0
Bixby,The Illustrator's Sketchbook,Smith,8,0,H,10.3
Bixby,The Illustrator's Sketchbook,Smith,8,0,H,11.0
Steinberg,Design for Social Impact,Acayo Laker,5,0,M,11.3
Steinberg,Design for Social Impact,Acayo Laker,5,0,M,12.0
Steinberg,Design for Social Impact,Acayo Laker,5,0,M,12.3
Steinberg,Design for Social Impact,Acayo Laker,5,0,W,11.3
Steinberg,Design for Social Impact,Acayo Laker,5,0,W,12.0
Steinberg,Design for Social Impact,Acayo Laker,5,0,W,12.3
Steinberg,Comm. Design: Visual Voice,Hubbell,16,0,M,13.0
Steinberg,Comm. Design: Visual Voice,Hubbell,16,0,M,13.3
Steinberg,Comm. Design: Visual Voice,Hubbell,16,0,M,14.0
Steinberg,Comm. Design: Visual Voice,Hubbell,16,0,M,14.3
Steinberg,Comm. Design: Visual Voice,Hubbell,16,0,M,15.0
Steinberg,Comm. Design: Visual Voice,Hubbell,16,0,M,15.3
Steinberg,Comm. Design: Visual Voice,Hubbell,16,0,W,13.0
Steinberg,Comm. Design: Visual Voice,Hubbell,16,0,W,13.3
Steinberg,Comm. Design: Visual Voice,Hubbell,16,0,W,14.0
Steinberg,Comm. Design: Visual Voice,Hubbell,16,0,W,14.3
Steinberg,Comm. Design: Visual Voice,Hubbell,16,0,W,15.0
Steinberg,Comm. Design: Visual Voice,Hubbell,16,0,W,15.3
Walker Hall,Capstone Studio I,Bennett Wassenaar,11,0,F,8.3
Walker Hall,Capstone Studio I,Bennett Wassenaar,11,0,F,9.0
Walker Hall,Capstone Studio I,Bennett Wassenaar,11,0,F,9.3
Walker Hall,Capstone Studio I,Bennett Wassenaar,11,0,F,10.0
Walker Hall,Capstone Studio I,Bennett Wassenaar,11,0,F,10.3
Walker Hall,Capstone Studio I,Bennett Wassenaar,11,0,F,11.0
Walker Hall,Capstone Studio I,Bennett Wassenaar,11,0,F,13.0
Walker Hall,Capstone Studio I,Bennett Wassenaar,11,0,F,13.3
Walker Hall,Capstone Studio I,Bennett Wassenaar,11,0,F,14.0
Walker Hall,Capstone Studio I,Bennett Wassenaar,11,0,F,14.3
Walker Hall,Capstone Studio I,Bennett Wassenaar,11,0,F,15.0
Walker Hall,Capstone Studio I,Bennett Wassenaar,11,0,F,15.3
Givens,UnCommon St. Louis: Race Place and Power,Dingwall,8,0,F,13.0
Givens,UnCommon St. Louis: Race Place and Power,Dingwall,8,0,F,13.3
Givens,UnCommon St. Louis: Race Place and Power,Dingwall,8,0,F,14.0
Givens,UnCommon St. Louis: Race Place and Power,Dingwall,8,0,F,14.3
Givens,UnCommon St. Louis: Race Place and Power,Dingwall,8,0,F,15.0
Givens,UnCommon St. Louis: Race Place and Power,Dingwall,8,0,F,15.3
Walker Hall,Compositions in Clay,Moon,15,0,M,8.3
Walker Hall,Compositions in Clay,Moon,15,0,M,9.0
Walker Hall,Compositions in Clay,Moon,15,0,M,9.3
Walker Hall,Compositions in Clay,Moon,15,0,M,10.0
Walker Hall,Compositions in Clay,Moon,15,0,M,10.3
Walker Hall,Compositions in Clay,Moon,15,0,M,11.0
Walker Hall,Compositions in Clay,Moon,15,0,W,8.3
Walker Hall,Compositions in Clay,Moon,15,0,W,9.0
Walker Hall,Compositions in Clay,Moon,15,0,W,9.3
Walker Hall,Compositions in Clay,Moon,15,0,W,10.0
Walker Hall,Compositions in Clay,Moon,15,0,W,10.3
Walker Hall,Compositions in Clay,Moon,15,0,W,11.0
Walker Hall,Compositions in Clay,Moon,16,0,T,8.3
Walker Hall,Compositions in Clay,Moon,16,0,T,9.0
Walker Hall,Compositions in Clay,Moon,16,0,T,9.3
Walker Hall,Compositions in Clay,Moon,16,0,T,10.0
Walker Hall,Compositions in Clay,Moon,16,0,T,10.3
Walker Hall,Compositions in Clay,Moon,16,0,T,11.0
Walker Hall,Compositions in Clay,Moon,16,0,H,8.3
Walker Hall,Compositions in Clay,Moon,16,0,H,9.0
Walker Hall,Compositions in Clay,Moon,16,0,H,9.3
Walker Hall,Compositions in Clay,Moon,16,0,H,10.0
Walker Hall,Compositions in Clay,Moon,16,0,H,10.3
Walker Hall,Compositions in Clay,Moon,16,0,H,11.0
Bixby,Printmaking,Johnston,12,0,M,13.0
Bixby,Printmaking,Johnston,12,0,M,13.3
Bixby,Printmaking,Johnston,12,0,M,14.0
Bixby,Printmaking,Johnston,12,0,M,14.3
Bixby,Printmaking,Johnston,12,0,M,15.0
Bixby,Printmaking,Johnston,12,0,M,15.3
Bixby,Printmaking,Johnston,12,0,W,13.0
Bixby,Printmaking,Johnston,12,0,W,13.3
Bixby,Printmaking,Johnston,12,0,W,14.0
Bixby,Printmaking,Johnston,12,0,W,14.3
Bixby,Printmaking,Johnston,12,0,W,15.0
Bixby,Printmaking,Johnston,12,0,W,15.3
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,T,17.3
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,T,18.0
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,T,18.3
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,T,19.0
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,T,19.3
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,T,20.0
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,H,17.3
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,H,18.0
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,H,18.3
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,H,19.0
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,H,19.3
Steinberg,Architecture Through the Photographic Lens,Colten,8,0,H,20.0
Steinberg,Digital Photography,Becker,10,0,M,13.0
Steinberg,Digital Photography,Becker,10,0,M,13.3
Steinberg,Digital Photography,Becker,10,0,M,14.0
Steinberg,Digital Photography,Becker,10,0,M,14.3
Steinberg,Digital Photography,Becker,10,0,M,15.0
Steinberg,Digital Photography,Becker,10,0,M,15.3
Steinberg,Digital Photography,Becker,10,0,W,13.0
Steinberg,Digital Photography,Becker,10,0,W,13.3
Steinberg,Digital Photography,Becker,10,0,W,14.0
Steinberg,Digital Photography,Becker,10,0,W,14.3
Steinberg,Digital Photography,Becker,10,0,W,15.0
Steinberg,Digital Photography,Becker,10,0,W,15.3
Steinberg,Black-and-White Photography,Kirkwood,13,0,M,13.0
Steinberg,Black-and-White Photography,Kirkwood,13,0,M,13.3
Steinberg,Black-and-White Photography,Kirkwood,13,0,M,14.0
Steinberg,Black-and-White Photography,Kirkwood,13,0,M,14.3
Steinberg,Black-and-White Photography,Kirkwood,13,0,M,15.0
Steinberg,Black-and-White Photography,Kirkwood,13,0,M,15.3
Steinberg,Black-and-White Photography,Kirkwood,13,0,W,13.0
Steinberg,Black-and-White Photography,Kirkwood,13,0,W,13.3
Steinberg,Black-and-White Photography,Kirkwood,13,0,W,14.0
Steinberg,Black-and-White Photography,Kirkwood,13,0,W,14.3
Steinberg,Black-and-White Photography,Kirkwood,13,0,W,15.0
Steinberg,Black-and-White Photography,Kirkwood,13,0,W,15.3
Bixby,Color Systems,Wassenaar,12,0,T,13.0
Bixby,Color Systems,Wassenaar,12,0,T,13.3
Bixby,Color Systems,Wassenaar,12,0,T,14.0
Bixby,Color Systems,Wassenaar,12,0,T,14.3
Bixby,Color Systems,Wassenaar,12,0,T,15.0
Bixby,Color Systems,Wassenaar,12,0,T,15.3
Bixby,Color Systems,Wassenaar,12,0,H,13.0
Bixby,Color Systems,Wassenaar,12,0,H,13.3
Bixby,Color Systems,Wassenaar,12,0,H,14.0
Bixby,Color Systems,Wassenaar,12,0,H,14.3
Bixby,Color Systems,Wassenaar,12,0,H,15.0
Bixby,Color Systems,Wassenaar,12,0,H,15.3
Bixby,Advanced Drawing: Affective Stills and the Moving Image,Olynyk,5,0,M,13.0
Bixby,Advanced Drawing: Affective Stills and the Moving Image,Olynyk,5,0,M,13.3
Bixby,Advanced Drawing: Affective Stills and the Moving Image,Olynyk,5,0,M,14.0
Bixby,Advanced Drawing: Affective Stills and the Moving Image,Olynyk,5,0,M,14.3
Bixby,Advanced Drawing: Affective Stills and the Moving Image,Olynyk,5,0,M,15.0
Bixby,Advanced Drawing: Affective Stills and the Moving Image,Olynyk,5,0,M,15.3
Bixby,Advanced Drawing: Affective Stills and the Moving Image,Olynyk,5,0,W,13.0
Bixby,Advanced Drawing: Affective Stills and the Moving Image,Olynyk,5,0,W,13.3
Bixby,Advanced Drawing: Affective Stills and the Moving Image,Olynyk,5,0,W,14.0
Bixby,Advanced Drawing: Affective Stills and the Moving Image,Olynyk,5,0,W,14.3
Bixby,Advanced Drawing: Affective Stills and the Moving Image,Olynyk,5,0,W,15.0
Bixby,Advanced Drawing: Affective Stills and the Moving Image,Olynyk,5,0,W,15.3
Kemper,Animated Worlds,Navy,10,0,T,8.3
Kemper,Animated Worlds,Navy,10,0,T,9.0
Kemper,Animated Worlds,Navy,10,0,T,9.3
Kemper,Animated Worlds,Navy,10,0,T,10.0
Kemper,Animated Worlds,Navy,10,0,T,10.3
Kemper,Animated Worlds,Navy,10,0,T,11.0
Kemper,Animated Worlds,Navy,10,0,H,8.3
Kemper,Animated Worlds,Navy,10,0,H,9.0
Kemper,Animated Worlds,Navy,10,0,H,9.3
Kemper,Animated Worlds,Navy,10,0,H,10.0
Kemper,Animated Worlds,Navy,10,0,H,10.3
Kemper,Animated Worlds,Navy,10,0,H,11.0
Steinberg,Illustration Entrepreneur,Bosch,16,0,T,18.0
Steinberg,Illustration Entrepreneur,Bosch,16,0,T,18.3
Steinberg,Illustration Entrepreneur,Bosch,16,0,T,19.0
Steinberg,Illustration Entrepreneur,Bosch,16,0,T,19.3
Steinberg,Illustration Entrepreneur,Bosch,16,0,T,20.0
Steinberg,Illustration Entrepreneur,Bosch,16,0,T,20.3
Steinberg,Illustration Entrepreneur,Bosch,16,0,H,18.0
Steinberg,Illustration Entrepreneur,Bosch,16,0,H,18.3
Steinberg,Illustration Entrepreneur,Bosch,16,0,H,19.0
Steinberg,Illustration Entrepreneur,Bosch,16,0,H,19.3
Steinberg,Illustration Entrepreneur,Bosch,16,0,H,20.0
Steinberg,Illustration Entrepreneur,Bosch,16,0,H,20.3
Steinberg,Visual Principles for the Screen,Haider,12,0,M,8.3
Steinberg,Visual Principles for the Screen,Haider,12,0,M,9.0
Steinberg,Visual Principles for the Screen,Haider,12,0,M,9.3
Steinberg,Visual Principles for the Screen,Haider,12,0,M,10.0
Steinberg,Visual Principles for the Screen,Haider,12,0,M,10.3
Steinberg,Visual Principles for the Screen,Haider,12,0,M,11.0
Steinberg,Visual Principles for the Screen,Haider,12,0,W,8.3
Steinberg,Visual Principles for the Screen,Haider,12,0,W,9.0
Steinberg,Visual Principles for the Screen,Haider,12,0,W,9.3
Steinberg,Visual Principles for the Screen,Haider,12,0,W,10.0
Steinberg,Visual Principles for the Screen,Haider,12,0,W,10.3
Steinberg,Visual Principles for the Screen,Haider,12,0,W,11.0
Steinberg,Visual Principles for the Screen,Haider,15,0,M,13.0
Steinberg,Visual Principles for the Screen,Haider,15,0,M,13.3
Steinberg,Visual Principles for the Screen,Haider,15,0,M,14.0
Steinberg,Visual Principles for the Screen,Haider,15,0,M,14.3
Steinberg,Visual Principles for the Screen,Haider,15,0,M,15.0
Steinberg,Visual Principles for the Screen,Haider,15,0,M,15.3
Steinberg,Visual Principles for the Screen,Haider,15,0,W,13.0
Steinberg,Visual Principles for the Screen,Haider,15,0,W,13.3
Steinberg,Visual Principles for the Screen,Haider,15,0,W,14.0
Steinberg,Visual Principles for the Screen,Haider,15,0,W,14.3
Steinberg,Visual Principles for the Screen,Haider,15,0,W,15.0
Steinberg,Visual Principles for the Screen,Haider,15,0,W,15.3
Bixby,Visual Principles for the Screen,SILVERBERG,16,0,M,8.3
Bixby,Visual Principles for the Screen,SILVERBERG,16,0,M,9.0
Bixby,Visual Principles for the Screen,SILVERBERG,16,0,M,9.3
Bixby,Visual Principles for the Screen,SILVERBERG,16,0,M,10.0
Bixby,Visual Principles for the Screen,SILVERBERG,16,0,M,10.3
Bixby,Visual Principles for the Screen,SILVERBERG,16,0,M,11.0
Bixby,Visual Principles for the Screen,SILVERBERG,16,0,W,8.3
Bixby,Visual Principles for the Screen,SILVERBERG,16,0,W,9.0
Bixby,Visual Principles for the Screen,SILVERBERG,16,0,W,9.3
Bixby,Visual Principles for the Screen,SILVERBERG,16,0,W,10.0
Bixby,Visual Principles for the Screen,SILVERBERG,16,0,W,10.3
Bixby,Visual Principles for the Screen,SILVERBERG,16,0,W,11.0
Weil,Visual Principles for the Screen,Kratschmer,12,0,T,18.0
Weil,Visual Principles for the Screen,Kratschmer,12,0,T,18.3
Weil,Visual Principles for the Screen,Kratschmer,12,0,T,19.0
Weil,Visual Principles for the Screen,Kratschmer,12,0,T,19.3
Weil,Visual Principles for the Screen,Kratschmer,12,0,T,20.0
Weil,Visual Principles for the Screen,Kratschmer,12,0,T,20.3
Weil,Visual Principles for the Screen,Kratschmer,12,0,H,18.0
Weil,Visual Principles for the Screen,Kratschmer,12,0,H,18.3
Weil,Visual Principles for the Screen,Kratschmer,12,0,H,19.0
Weil,Visual Principles for the Screen,Kratschmer,12,0,H,19.3
Weil,Visual Principles for the Screen,Kratschmer,12,0,H,20.0
Weil,Visual Principles for the Screen,Kratschmer,12,0,H,20.3
Bixby,Introduction to Letterpress Printing,Oberkirsch,7,0,T,16.3
Bixby,Introduction to Letterpress Printing,Oberkirsch,7,0,T,17.0
Bixby,Introduction to Letterpress Printing,Oberkirsch,7,0,T,17.3
Bixby,Introduction to Letterpress Printing,Oberkirsch,7,0,T,18.0
Bixby,Introduction to Letterpress Printing,Oberkirsch,7,0,T,18.3
Bixby,Introduction to Letterpress Printing,Oberkirsch,7,0,T,19.0
Bixby,Introduction to Letterpress Printing,Oberkirsch,7,0,H,16.3
Bixby,Introduction to Letterpress Printing,Oberkirsch,7,0,H,17.0
Bixby,Introduction to Letterpress Printing,Oberkirsch,7,0,H,17.3
Bixby,Introduction to Letterpress Printing,Oberkirsch,7,0,H,18.0
Bixby,Introduction to Letterpress Printing,Oberkirsch,7,0,H,18.3
Bixby,Introduction to Letterpress Printing,Oberkirsch,7,0,H,19.0
Bixby,Anatomy Figure Structure,Adams,12,0,M,13.0
Bixby,Anatomy Figure Structure,Adams,12,0,M,13.3
Bixby,Anatomy Figure Structure,Adams,12,0,M,14.0
Bixby,Anatomy Figure Structure,Adams,12,0,M,14.3
Bixby,Anatomy Figure Structure,Adams,12,0,M,15.0
Bixby,Anatomy Figure Structure,Adams,12,0,M,15.3
Bixby,Anatomy Figure Structure,Adams,12,0,W,13.0
Bixby,Anatomy Figure Structure,Adams,12,0,W,13.3
Bixby,Anatomy Figure Structure,Adams,12,0,W,14.0
Bixby,Anatomy Figure Structure,Adams,12,0,W,14.3
Bixby,Anatomy Figure Structure,Adams,12,0,W,15.0
Bixby,Anatomy Figure Structure,Adams,12,0,W,15.3
Givens,UnCommon St. Louis: Race Place and Power,Dingwall,8,0,F,13.0
Givens,UnCommon St. Louis: Race Place and Power,Dingwall,8,0,F,13.3
Givens,UnCommon St. Louis: Race Place and Power,Dingwall,8,0,F,14.0
Givens,UnCommon St. Louis: Race Place and Power,Dingwall,8,0,F,14.3
Givens,UnCommon St. Louis: Race Place and Power,Dingwall,8,0,F,15.0
Givens,UnCommon St. Louis: Race Place and Power,Dingwall,8,0,F,15.3
Walker Hall,Digital Fabrication for Object Making,Todd,8,0,M,16.3
Walker Hall,Digital Fabrication for Object Making,Todd,8,0,M,17.0
Walker Hall,Digital Fabrication for Object Making,Todd,8,0,M,17.3
Walker Hall,Digital Fabrication for Object Making,Todd,8,0,M,18.0
Walker Hall,Digital Fabrication for Object Making,Todd,8,0,M,18.3
Walker Hall,Digital Fabrication for Object Making,Todd,8,0,M,19.0
Walker Hall,Digital Fabrication for Object Making,Todd,8,0,W,16.3
Walker Hall,Digital Fabrication for Object Making,Todd,8,0,W,17.0
Walker Hall,Digital Fabrication for Object Making,Todd,8,0,W,17.3
Walker Hall,Digital Fabrication for Object Making,Todd,8,0,W,18.0
Walker Hall,Digital Fabrication for Object Making,Todd,8,0,W,18.3
Walker Hall,Digital Fabrication for Object Making,Todd,8,0,W,19.0
Walker Hall,Compositions in Clay,Moon,15,0,M,8.3
Walker Hall,Compositions in Clay,Moon,15,0,M,9.0
Walker Hall,Compositions in Clay,Moon,15,0,M,9.3
Walker Hall,Compositions in Clay,Moon,15,0,M,10.0
Walker Hall,Compositions in Clay,Moon,15,0,M,10.3
Walker Hall,Compositions in Clay,Moon,15,0,M,11.0
Walker Hall,Compositions in Clay,Moon,15,0,W,8.3
Walker Hall,Compositions in Clay,Moon,15,0,W,9.0
Walker Hall,Compositions in Clay,Moon,15,0,W,9.3
Walker Hall,Compositions in Clay,Moon,15,0,W,10.0
Walker Hall,Compositions in Clay,Moon,15,0,W,10.3
Walker Hall,Compositions in Clay,Moon,15,0,W,11.0
Walker Hall,Compositions in Clay,Moon,16,0,T,8.3
Walker Hall,Compositions in Clay,Moon,16,0,T,9.0
Walker Hall,Compositions in Clay,Moon,16,0,T,9.3
Walker Hall,Compositions in Clay,Moon,16,0,T,10.0
Walker Hall,Compositions in Clay,Moon,16,0,T,10.3
Walker Hall,Compositions in Clay,Moon,16,0,T,11.0
Walker Hall,Compositions in Clay,Moon,16,0,H,8.3
Walker Hall,Compositions in Clay,Moon,16,0,H,9.0
Walker Hall,Compositions in Clay,Moon,16,0,H,9.3
Walker Hall,Compositions in Clay,Moon,16,0,H,10.0
Walker Hall,Compositions in Clay,Moon,16,0,H,10.3
Walker Hall,Compositions in Clay,Moon,16,0,H,11.0
Bixby,Printmaking,Johnston,12,0,M,13.0
Bixby,Printmaking,Johnston,12,0,M,13.3
Bixby,Printmaking,Johnston,12,0,M,14.0
Bixby,Printmaking,Johnston,12,0,M,14.3
Bixby,Printmaking,Johnston,12,0,M,15.0
